Item type,Authors,Title,Journal,Full journal,Publication year,Volume,Issue,Pages,Free_access OR gated?,Publisher,Date published,ISSN,ISSN (alt.),URLs,DOI,PMID,Arxiv ID,PMC ID,Copyright,Affiliation,Sub-type,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Woolf K,McManus IC,Martin CA,Nellums LB,Guyatt AL,Melbourne C,Bryant L,Gogoi M,Wobi F,Al-Oraibi A,Hassan O,Gupta A,John C,Tobin MD,Carr S,Simpson S,Gregary B,Aujayeb A,Zingwe S,Reza R,Gray LJ,Khunti K,Pareek M,UK-REACH Study Collaborative Group",Ethnic differences in SARS-CoV-2 vaccine hesitancy in United Kingdom healthcare workers: Results from the UK-REACH prospective nationwide cohort study,Lancet Reg Health Eur,The Lancet regional health. Europe,2021,,,100180,free_access,Elsevier,19/07/2021,2666-7762,,http://dx.doi.org/10.1016/j.lanepe.2021.100180;https://www.ncbi.nlm.nih.gov/pubmed/34308406;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8287519;https://linkinghub.elsevier.com/retrieve/pii/S2666-7762(21)00157-5;https://www.sciencedirect.com/science/article/pii/S2666776221001575,10.1016/j.lanepe.2021.100180,34308406,,PMC8287519,,"University College London Medical School, United Kingdom. Department of Respiratory Sciences, University of Leicester, United Kingdom. Department of Infection and HIV Medicine, University Hospitals of Leicester NHS Trust, United Kingdom. Division of Epidemiology and Public Health, School of Medicine, University of Nottingham, United Kingdom. Department of Health Sciences, University of Leicester, United Kingdom. Oxford University Hospitals NHS Foundation Trust, United Kingdom. University Hospitals Leicester NHS Trust, Leicester Royal Infirmary, United Kingdom. General Medical Council, United Kingdom. Nottinghamshire Healthcare NHS Foundation Trust, United Kingdom. Lancashire Clinical Research Facility, Royal Preston Hospital, United Kingdom. Respiratory department, Northumbria Specialist Emergency Care Hospital, United Kingdom. Research and Development Department, Berkshire Healthcare NHS Foundation Trust, United Kingdom. Derbyshire Healthcare NHS Foundation Trust Centre for Research and Development, Kingsway Hospital site, United Kingdom. Diabetes Research Centre, University of Leicester, United Kingdom.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Yang X,Barrett RA,Harrison NM,Leen SB",A physically-based structure-property model for additively manufactured Ti-6Al-4V,Mater. Des.,Materials & design,2021,205,,109709,free_access,Elsevier,01/07/2021,0264-1275,,https://www.sciencedirect.com/science/article/pii/S0264127521002616;http://dx.doi.org/10.1016/j.matdes.2021.109709,10.1016/j.matdes.2021.109709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Bahramyan M,Mousavian RT,Carton JG,Brabazon D",Nano-scale simulation of directional solidification in TWIP stainless steels: A focus on plastic deformation mechanisms,Materials Science and Engineering: A,,2021,812,,140999,free_access,Elsevier,22/04/2021,0921-5093,,https://www.sciencedirect.com/science/article/pii/S0921509321002689;http://dx.doi.org/10.1016/j.msea.2021.140999,10.1016/j.msea.2021.140999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Geng Y,Xie W,Tu Y,Deng S,Egan D,Dowling DP,Song H,Zhang S,Harrison N",Ti–6Al–4V microstructural functionally graded material by additive manufacturing: Experiment and computational modelling,Materials Science and Engineering: A,,2021,823,,141782,free_access,Elsevier,17/08/2021,0921-5093,,https://www.sciencedirect.com/science/article/pii/S0921509321010480;http://dx.doi.org/10.1016/j.msea.2021.141782,10.1016/j.msea.2021.141782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Kaschel FR,Vijayaraghavan RK,McNally PJ,Dowling DP,Celikin M",In-situ XRD study on the effects of stress relaxation and phase transformation heat treatments on mechanical and microstructural behaviour of additively manufactured Ti-6Al-4V,Materials Science and Engineering: A,,2021,819,,141534,gated,Elsevier,05/07/2021,0921-5093,,https://www.sciencedirect.com/science/article/pii/S0921509321008030;http://dx.doi.org/10.1016/j.msea.2021.141534,10.1016/j.msea.2021.141534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Anderson E,Brigden A,Davies A,Shepherd E,Ingram J",Maternal vaccines during the Covid-19 pandemic:A qualitative interview study with UK pregnant women,Midwifery,Midwifery,2021,100,,103062,free_access,Elsevier,2021-09,0266-6138,1532-3099,http://dx.doi.org/10.1016/j.midw.2021.103062;https://www.ncbi.nlm.nih.gov/pubmed/34198208;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8192261;https://linkinghub.elsevier.com/retrieve/pii/S0266-6138(21)00141-8;https://www.sciencedirect.com/science/article/pii/S0266613821001418,10.1016/j.midw.2021.103062,34198208,,PMC8192261,,"Centre for Academic Child Health, Bristol Medical School: Population Health Sciences, University of Bristol, 1-5 Whiteladies Road, Bristol BS8 1NU. Electronic address: emma.anderson@bristol.ac.uk. Centre for Academic Child Health, Bristol Medical School: Population Health Sciences, University of Bristol, 1-5 Whiteladies Road, Bristol BS8 1NU.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Haase S,Condron M,Miller D,Cherkaoui D,Jordan S,Gulbis JM,Baum J",Identification and characterisation of a phospholipid scramblase in the malaria parasite Plasmodium falciparum,Mol. Biochem. Parasitol.,Molecular and biochemical parasitology,2021,243,,111374,free_access,Elsevier,2021-05,0166-6851,1872-9428,http://dx.doi.org/10.1016/j.molbiopara.2021.111374;https://www.ncbi.nlm.nih.gov/pubmed/33974939;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8202325;https://linkinghub.elsevier.com/retrieve/pii/S0166-6851(21)00025-6;https://www.sciencedirect.com/science/article/pii/S0166685121000256,10.1016/j.molbiopara.2021.111374,33974939,,PMC8202325,,"Department of Life Sciences, Imperial College London, Sir Alexander Fleming Building, Exhibition Road, South Kensington, London, UK. Electronic address: silvia.haase@crick.ac.uk. Division of Infection and Immunity, The Walter and Eliza Hall Institute of Medical Research, Melbourne, Victoria, Australia. Division of Structural Biology, The Walter and Eliza Hall Institute of Medical Research, Melbourne, Victoria, Australia. Department of Life Sciences, Imperial College London, Sir Alexander Fleming Building, Exhibition Road, South Kensington, London, UK. Division of Structural Biology, The Walter and Eliza Hall Institute of Medical Research, Melbourne, Victoria, Australia; Department of Medical Biology, The University of Melbourne, Melbourne, Victoria, Australia. Department of Life Sciences, Imperial College London, Sir Alexander Fleming Building, Exhibition Road, South Kensington, London, UK. Electronic address: jake.baum@imperial.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Gebert, Daniel; Neubert, Lena K.; Lloyd, Catrin; Gui, Jinghua; Lehmann, Ruth; Teixeira, Felipe Karam",Large Drosophila germline piRNA clusters are evolutionarily labile and dispensable for transposon regulation,Mol. Cell,,2021,,,,free_access,Elsevier,2021,,,http://dx.doi.org/10.1016/j.molcel.2021.07.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Santos-Rosa, Helena; Mill{\'a}n-Zambrano, Gonzalo; Han, Namshik; Leonardi, Tommaso; Klimontova, Marie; Nasiscionyte, Simona; Pandolfini, Luca; Tzelepis, Kostantinos; Bartke, Till; Kouzarides, Tony",Methylation of histone H3 at lysine 37 by Set1 and Set2 prevents spurious DNA replication,Mol. Cell,,2021,,,,free_access,Elsevier,2021,,,http://dx.doi.org/10.1016/j.molcel.2021.04.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Doyle AC,Egan DS,Ryan CM,Parnell AC,Dowling DP",Application of the STRAY statistical learning algorithm for the evaluation of in-situ process monitoring data during L-PBF additive manufacturing,Procedia Manufacturing,,2021,54,,250-256,free_access,Elsevier,01/01/2021,2351-9789,,https://www.sciencedirect.com/science/article/pii/S235197892100175X;http://dx.doi.org/10.1016/j.promfg.2021.07.039;https://www.sciencedirect.com/science/article/pii/S235197892100175X/pdf?md5=e447df8559dc5dae0c1d53ce195a60c5&pid=1-s2.0-S235197892100175X-main.pdf,10.1016/j.promfg.2021.07.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Riglin L,Agha SS,Eyre O,Bevan Jones R,Wootton RE,Thapar AK,Collishaw S,Stergiakouli E,Langley K,Thapar A",Investigating the validity of the Strengths and Difficulties Questionnaire to assess ADHD in young adulthood,Psychiatry Res.,Psychiatry research,2021,301,,113984,free_access,Elsevier,2021-07,0165-1781,1872-7123,http://dx.doi.org/10.1016/j.psychres.2021.113984;https://www.ncbi.nlm.nih.gov/pubmed/33991992;https://linkinghub.elsevier.com/retrieve/pii/S0165-1781(21)00281-X;https://www.sciencedirect.com/science/article/pii/S016517812100281X,10.1016/j.psychres.2021.113984,33991992,,,,"Division of Psychological Medicine and Clinical Neurosciences, MRC Centre for Neuropsychiatric Genetics and Genomics, Cardiff University, Wales, United Kingdom. Division of Psychological Medicine and Clinical Neurosciences, MRC Centre for Neuropsychiatric Genetics and Genomics, Cardiff University, Wales, United Kingdom; Cwm Taf Morgannwg University Health Board, Wales, United Kingdom. MRC Integrative Epidemiology Unit, University of Bristol, Bristol, United Kingdom; Nic Waals Institute, Lovisenberg Diaconal Hospital, Oslo, Norway. MRC Integrative Epidemiology Unit, University of Bristol, Bristol, United Kingdom; Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, United Kingdom. Division of Psychological Medicine and Clinical Neurosciences, MRC Centre for Neuropsychiatric Genetics and Genomics, Cardiff University, Wales, United Kingdom; School of Psychology, Cardiff University, Wales, United Kingdom. Division of Psychological Medicine and Clinical Neurosciences, MRC Centre for Neuropsychiatric Genetics and Genomics, Cardiff University, Wales, United Kingdom. Electronic address: Thapar@Cardiff.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Suel E,Bhatt S,Brauer M,Flaxman S,Ezzati M","Multimodal deep learning from satellite and street-level imagery for measuring income, overcrowding, and environmental deprivation in urban areas",Remote Sens. Environ.,Remote sensing of environment,2021,257,,112339,free_access,Elsevier,01/05/2021,0034-4257,,https://www.sciencedirect.com/science/article/pii/S0034425721000572;http://dx.doi.org/10.1016/j.rse.2021.112339,10.1016/j.rse.2021.112339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Mucchielli P,Bhowmik B,Ghosh B,Pakrashi V",Real-time accurate detection of wind turbine downtime - An Irish perspective,Renewable Energy,Renewable Energy,2021,,,,gated,Elsevier,07/08/2021,0960-1481,,https://www.sciencedirect.com/science/article/pii/S0960148121011496;http://dx.doi.org/10.1016/j.renene.2021.07.139,10.1016/j.renene.2021.07.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Dianati K,Schäfer L,Milner J,Gómez-Sanabria A,Gitau H,Hale J,Langmaack H,Kiesewetter G,Muindi K,Mberu B,Zimmermann N,Michie S,Wilkinson P,Davies M","A System Dynamics-based Scenario Analysis of Residential Solid Waste Management in Kisumu, Kenya",Sci. Total Environ.,The Science of the total environment,2021,,,146200,free_access,Elsevier,03/03/2021,0048-9697,,https://www.sciencedirect.com/science/article/pii/S0048969721012675;http://dx.doi.org/10.1016/j.scitotenv.2021.146200;http://pure.iiasa.ac.at/id/eprint/17073/1/1-s2.0-S0048969721012675-main.pdf,10.1016/j.scitotenv.2021.146200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Brocklebank LA,Blackwell AKM,Marteau TM,Hollands GJ,Fletcher PC,De-Loyde K,Morris RW,Pilling MA,Pechey R,Maynard OM,Attwood AS,Munafò MR",Straight-sided beer and cider glasses to reduce alcohol sales for on-site consumption: A randomised crossover trial in bars,Soc. Sci. Med.,Social science & medicine,2021,278,,113911,free_access,Elsevier,2021-06,0037-7856,,http://dx.doi.org/10.1016/j.socscimed.2021.113911;https://www.ncbi.nlm.nih.gov/pubmed/33962320;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146727;https://linkinghub.elsevier.com/retrieve/pii/S0277-9536(21)00243-4;https://www.sciencedirect.com/science/article/pii/S0277953621002434,10.1016/j.socscimed.2021.113911,33962320,,PMC8146727,,"School of Psychological Science, University of Bristol, 12a Priory Road, Bristol, BS8 1TU, UK; Department of Behavioural Science and Health, University College London, 1-19 Torrington Place, London, WC1E 6BT, UK. Electronic address: l.brocklebank@ucl.ac.uk. School of Psychological Science, University of Bristol, 12a Priory Road, Bristol, BS8 1TU, UK. Behaviour and Health Research Unit, University of Cambridge, Cambridge, CB2 0SR, UK. Department of Psychiatry, University of Cambridge, Clifford Allbut Building, Addenbrooke's Hospital, Cambridge, CB2 0SP, UK; Cambridgeshire and Peterborough NHS Foundation Trust, Cambridge, CB21 5EF, UK; Wellcome Trust MRC Institute of Metabolic Science, University of Cambridge, Cambridge Biomedical Campus, Cambridge, CB2 0QQ, UK. Department of Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, UK. Nuffield Department of Primary Care Health Sciences, University of Oxford, Radcliffe Primary Care Building, Radcliffe Observatory Quarter, Woodstock Road, Oxford, OX2 6GG, UK. School of Psychological Science, University of Bristol, 12a Priory Road, Bristol, BS8 1TU, UK; National Institute for Health Research Biomedical Research Centre, University Hospitals Bristol NHS Foundation Trust and University of Bristol, Bristol, UK; MRC Integrative Epidemiology Unit, University of Bristol, Oakfield House, Oakfield Grove, Bristol, BS8 2BN, UK. Electronic address: marcus.munafo@bristol.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Urwin S,Lau YS,Grande G,Sutton M",The extent and predictors of discrepancy between provider and recipient reports of informal caregiving,Soc. Sci. Med.,Social science & medicine,2021,277,,113890,free_access,Elsevier,2021-05,0037-7856,,http://dx.doi.org/10.1016/j.socscimed.2021.113890;https://www.ncbi.nlm.nih.gov/pubmed/33845393;https://linkinghub.elsevier.com/retrieve/pii/S0277-9536(21)00222-7;https://www.sciencedirect.com/science/article/pii/S0277953621002227,10.1016/j.socscimed.2021.113890,33845393,,,,"Health Organisation, Policy and Economics, School of Health Sciences, University of Manchester, Manchester, UK. Electronic address: sean.urwin@manchester.ac.uk. Health Organisation, Policy and Economics, School of Health Sciences, University of Manchester, Manchester, UK. Division of Nursing, Midwifery and Social Work, Manchester Academic Health Science Centre, University of Manchester, Manchester, UK. Health Organisation, Policy and Economics, School of Health Sciences, University of Manchester, Manchester, UK; Melbourne Institute, Applied Economic and Social Research, University of Melbourne, Melbourne, Australia.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Jia, Ke; Zamboni, Elisa; Rua, Catarina; Goncalves, Nuno Reis; Kemper, Valentin; Ng, Adrian Ka Tsun; Rodgers, Christopher T.; Williams, Guy; Goebel, Rainer; Kourtzi, Zoe",A protocol for ultra-high field laminar fMRI in the human brain,STAR Protoc,,2021,,,,free_access,Elsevier,2021,,,http://dx.doi.org/10.1016/j.xpro.2021.100415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Zagare A,Gobin M,Monzel AS,Schwamborn JC",A robust protocol for the generation of human midbrain organoids,STAR Protoc,STAR protocols,2021,2,2,100524,free_access,Elsevier,18/06/2021,2666-1667,,http://dx.doi.org/10.1016/j.xpro.2021.100524;https://www.ncbi.nlm.nih.gov/pubmed/34027482;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8121770;https://linkinghub.elsevier.com/retrieve/pii/S2666-1667(21)00231-8;https://www.sciencedirect.com/science/article/pii/S2666166721002318,10.1016/j.xpro.2021.100524,34027482,,PMC8121770,,"Developmental and Cellular Biology, Luxembourg Centre for Systems Biomedecine (LCSB), University of Luxembourg, 6, Avenue du Swing, 4367 Belvaux, Luxembourg.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Bates, Lawrence E.; Alves, Mariana R. P.; Silva, Jos{\'e} C. R.",Auxin-degron system identifies immediate mechanisms of OCT4,Stem Cell Reports,,2021,,,,free_access,Elsevier,2021,,,http://dx.doi.org/10.1016/j.stemcr.2021.05.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Huerga Encabo H,Grey W,Garcia-Albornoz M,Wood H,Ulferts R,Aramburu IV,Kulasekararaj AG,Mufti G,Papayannopoulos V,Beale R,Bonnet D",Human erythroid progenitors are directly infected by SARS-CoV-2: Implications for emerging erythropoiesis in severe COVID-19 patients,Stem Cell Reports,Stem cell reports,2021,16,3,428-436,free_access,Elsevier,09/03/2021,2213-6711,,https://www.sciencedirect.com/science/article/pii/S2213671121000527;https://linkinghub.elsevier.com/retrieve/pii/S2213671121000527;http://dx.doi.org/10.1016/j.stemcr.2021.02.001;https://www.ncbi.nlm.nih.gov/pubmed/33581053;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7862909;https://www.sciencedirect.com/science/article/pii/S2213671121000527/pdf?md5=de7b908d258e4f8cd1ec7cda6b644930&pid=1-s2.0-S2213671121000527-main.pdf,10.1016/j.stemcr.2021.02.001,33581053,,PMC7862909,http://creativecommons.org/licenses/by/4.0/,"Haematopoietic Stem Cell Laboratory, The Francis Crick Institute, 1 Midland Road, London NW1 1AT, UK.; Haematopoietic Stem Cell Laboratory, The Francis Crick Institute, 1 Midland Road, London NW1 1AT, UK; Department of Haematology, King's College Hospital, London SE5 9RS, UK.; Cell Biology of Infection Laboratory, The Francis Crick Institute, London NW1 1AT, UK.; Antimicrobial Defense Laboratory, The Francis Crick Institute, London NW1 1AT, UK.; Department of Haematology, King's College Hospital, London SE5 9RS, UK.; Haematopoietic Stem Cell Laboratory, The Francis Crick Institute, 1 Midland Road, London NW1 1AT, UK. Electronic address: dominique.bonnet@crick.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Shen G,Zhang J,Kang C,Fang F",Study on surface texture patterns for improving tribological performance of bioimplants,Surf. Coat. Technol.,Surface and Coatings Technology,2021,422,,127567,free_access,Elsevier,25/09/2021,0257-8972,,https://www.sciencedirect.com/science/article/pii/S0257897221007416;http://dx.doi.org/10.1016/j.surfcoat.2021.127567,10.1016/j.surfcoat.2021.127567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
